var g_tran_us=`
'bout|ˈbaut
rencen|ˈrensən
rench|ˈrenʧ
rencher|ˈrenʧər
renco|ˈrenkou
renda|ˈrendə
rendall|ˈrendəl
rende|ˈrend
rendell|ˈrendəl
rendell's|ˈrendəlz
render|ˈrendər
rendered|ˈrendərd
rendering|ˈrendəriŋ
renderings|ˈrendəriŋz
renders|ˈrendərz
rendezvous|ˈrɑndiˌvu
rendina|renˈdinə
rending|ˈrendiŋ
rendition|renˈdiʃən
renditions|renˈdiʃənz
rendleman|ˈrendəlmən
rendon|ˈrendoun
rene|rəˈnei
reneau|riˈnou
renee|rəˈnei
renegade|ˈrenəˌgeid
renegades|ˈrenəˌgeidz
renegar|ˈrenigər
renege|riˈnig
reneged|riˈnigd
reneging|riˈnigiŋ
renegotiate|ˌriniˈgouʃiˌeit
renegotiated|ˌriniˈgouʃiˌeitid
renegotiating|ˌriniˈgouʃiˌeitiŋ
renegotiation|ˌriniˌgouʃiˈeiʃən
renegotiations|ˌriniˌgouʃiˈeiʃənz
renehan|ˈrenihæn
renew|riˈnu
renewable|riˈnuəbəl
renewal|riˈnuəl
renewals|riˈnuəlz
renewed|riˈnud/riˈnud
renewing|riˈnuiŋ
renews|riˈnuz
renfred|ˈrenfərd
renfrew|ˈrenfru
renfro|ˈrenfrou
renfroe|ˈrenfrou
renfrow|ˈrenfrau
rengel|ˈreŋgəl
rengo|ˈreŋgou
rengo's|ˈreŋgouz
renick|ˈrenik
renier|ˈriniər
renin|ˈrinən
renison|ˈrenisən
renita|reˈnitə
renk|ˈreŋk
renken|ˈreŋkən
renko|ˈreŋkou
renminbi|renˈminbi
renn|ˈren
renna|ˈrenə
rennard|riˈnɑrd
renne|ˈren
rennels|ˈrenəlz
renner|ˈrenər
rennert|ˈrenərt
rennet|ˈrenət
rennick|ˈrenik
rennie|ˈreni
renninger|ˈreniŋər
renno|ˈrenou
renny|ˈreni
reno|ˈrinou
reno's|ˈrinouz
renoir|renˈwɑr
renoirs|renˈwɑrz
renominate|riˈnɔmiˌneit
renominated|riˈnɑməˌneitid
renomination|ˈriˌnɑməˈneiʃən
renouf|rəˈnuf
renounce|riˈnauns
renounced|riˈnaunst
renounces|riˈnaunsiz
renouncing|riˈnaunsiŋ
renovatable|ˈrenəˌveitəbəl
renovate|ˈrenəˌveit
renovated|ˈrenəˌveitid
renovating|ˈrenəˌveitiŋ
renovation|ˌrenəˈveiʃən
renovations|ˈrenəˌveiʃənz
renovator|ˈrenəˌveitər
renovators|ˈrenəˌveitərz
renown|riˈnaun
renowned|riˈnaund
renquist|ˈrenkwist
rens|ˈrenz
rensberger|ˈrensbərgər
rensch|ˈrenʃ
renschler|ˈrenʃələr/ˈrenʃlər
renshaw|ˈrenˌʃɔ
rensing|ˈrensiŋ
rensselaer|ˌrensəˈlir
renstrom|ˈrenstrəm
rent|ˈrent
renta|ˈrentə
rentable|ˈrentəbəl
rental|ˈrentəl
rentals|ˈrentəlz
rentas|ˈrentəz
rented|ˈrentid
renter|ˈrentər
renteria|renˈteriə
renters|ˈrentərz
rentfro|ˈrentfrou
rentfrow|ˈrentfrau
rentier|ˈreˌtiər
renting|ˈrentiŋ
rentmeester|ˈrentˌmistər
renton|ˈrentən
rents|ˈrents
rentsch|ˈrenʧ
rentschler|ˈrenʧlər
rentz|ˈrents
renunciate|riˈnənsiˌeit
renunciation|riˌnənsiˈeiʃən
renuzit|riˈnuzit
renwick|ˈrenwik
reny|ˈrini
renz|ˈrenz
renzi|ˈrenzi
renzulli|renˈzuli
reo|ˈriou
reoccupy|riˈɔkˌjupai
reoccur|riəˈkər
reoffend|riɔˈfend
reoffended|riɔˈfendid
reoffer|riˈɔfər
reoffered|riˈɔfərd
reoffering|riˈɔfəriŋ
reopen|riˈoupən
reopened|riˈoupənd
reopening|riˈoupəniŋ
reopens|riˈoupənz
reorder|riˈɔrdər
reordering|riˈɔrdəriŋ
reorganization|ˌriɔrgənəˈzeiʃən
reorganizations|riˌɔrgəniˈzeiʃənz
reorganize|riˈɔrgəˌnaiz
reorganized|riˈɔrgəˌnaizd
reorganizes|riˈɔrgəˌnaiziz
reorganizing|riˈɔrgəˌnaiziŋ
reorient|riˈɔrient
reorientate|riˈɔrienteit
rep|ˈrep/repriˈzetətiv
rep.|repriˈzetətiv
rep's|ˈreps
repack|riˈpæk
repackage|ˌriˈpækiʤ
repackaged|ˈripækiʤd
repackages|ˌriˈpækiʤiz
repackaging|ˈripækiʤiŋ
repacked|riˈpækt
repaid|riˈpeid
repaint|riˈpeint
repainted|riˈpeintid
repainting|riˈpeintiŋ
repair|riˈper
repairable|riˈperəbəl
repaired|riˈperd/riˈperd
repairing|riˈperiŋ/riˈperiŋ
repairman|riˈperˌmæn/riˈperˌmæn
repairmen|riˈperˌmen
repairs|riˈperz/riˈperz
repap|ˈripæp
reparation|ˌrepərˈeiʃən
reparations|ˌrepərˈeiʃənz
repartee|ˌrepərˈti
repasky|riˈpɑski
repass|riˈpæs
repatriate|riˈpeitriˌeit
repatriated|riˈpeitriˌeitid
repatriating|riˈpeitriˌeitiŋ
repatriation|riˌpeitriˈeiʃən
repay|riˈpei
repayable|riˈpeiəbəl
repaying|riˈpeiiŋ
repayment|riˈpeimənt
repayments|riˈpeimənts
repays|ˌriˈpeiz
repeal|riˈpil/riˈpil
repealed|riˈpild/riˈpild
repealing|riˈpiliŋ
repeals|riˈpilz
repeat|riˈpit/riˈpit
repeatable|riˈpitəbəl
repeated|riˈpitid/riˈpitid
repeatedly|riˈpitidli
repeater|riˈpitər
repeaters|riˈpitərz
repeating|riˈpitiŋ/riˈpitiŋ
repeats|riˈpits/riˈpits
repel|riˈpel
repelled|rəˈpeld/riˈpeld
repellent|riˈpelənt
repellents|riˈpelənts
repelling|rəˈpeliŋ
repels|riˈpelz
repent|riˈpent
repentance|riˈpentəns
repentant|riˈpentənt
repented|riˈpentid
repenting|riˈpentiŋ
repents|riˈpents
repercussion|ˌripərˈkəʃən/ˌriprəˈkəʃən
repercussions|ˌripərˈkəʃənz/ˌriprəˈkəʃənz
reperfusion|ˌrepərfˈjuʒən
repertoire|ˈrepərtˌwɑr
repertory|ˈrepərˌtɔri
repetition|ˌrepəˈtiʃən
repetitions|ˌrepəˈtiʃənz
repetitious|ˌrepəˈtiʃəs
repetitive|riˈpetitiv
repetti|reˈpeti
repetto|reˈpetou
reph|ˈref
rephrase|riˈfreiz
repinski|riˈpinski
repka|ˈrepkə
repko|ˈrepkou
replace|ˌriˈpleis/ərˈpleis
replaceable|ˌriˈpleisəbəl
replaced|ˌriˈpleist
replacement|riˈpleismənt
replacements|riˈpleismənts
replaces|riˈpleisiz
replacing|riˈpleisiŋ
replant|riˈplænt
replanted|riˈplænid/riˈplæntid
replanting|riˈplæntiŋ
replay|riˈplei
replayed|riˈpleid
replaying|riˈpleiiŋ
replays|riˈpleiz
replenish|riˈpleniʃ
replenished|riˈpleniʃt
replenishing|riˈpleniʃiŋ
replenishment|riˈpleniʃmənt
replete|riˈplit
replica|ˈreplikə
replicas|ˈrepləkəz
replicase|ˈrepliˌkeiz
replicate|ˈrepləˌkeit
replicated|ˈrepliˌkeitid
replicates|ˈrepliˌkeits
replicating|ˈrepliˌkeitiŋ
replication|ˌrepləˈkeiʃən
replicator|ˈrepliˌkeitər
replicators|ˈrepliˌkeitərs
replied|riˈplaid/riˈplaid
replies|riˈplaiz/riˈplaiz
repligen|ˌriˈplaiʤin
repligen's|ˌriˈplaiʤinz
replogle|ˈreplougəl
reply|riˈplai/riˈplai
replying|riˈplaiiŋ/riˈplaiiŋ
repo|ˈripou
reponse|riˈpɑns
report|riˈpɔrt/riˈpɔrt
report's|riˈpɔrts/riˈpɔrts
reportable|riˈpɔrtəbəl
reportage|riˈpɔrtiʤ
reported|ˌriˈpɔrtid/riˈpɔrtid
reportedly|riˈpɔrtədli/riˈpɔrtədli
reporter|riˈpɔrtər
reporter's|riˈpɔrtərz
reporters|riˈpɔrtərz
reporters'|riˈpɔrtərz
reporting|riˈpɔrtiŋ/riˈpɔrtiŋ
reportorial|ˌrepərˈtɔriəl
reports|riˈpɔrts/riˈpɔrts
reports'|riˈpɔrts/riˈpɔrts
repos|ˈriˌpouz
reposa|reˈpousə
repose|riˈpouz
reposition|ˌripəˈziʃən
repositioned|ˌripəˈziʃənd
repositioning|ˌripəˈziʃəniŋ
repositories|riˈpɑzəˌtɔriz
repository|riˈpɑzəˌtɔri
repossess|ˌripəˈzes
repossessed|ˌripəˈzest
repossession|ˌripəˈzeʃən
repossessions|ˌripəˈzeʃənz
repost|riˈpoust
reposted|riˈpoustid
repp|ˈrep
reppert|ˈrepərt
reppond|ˈrepənd
reppucci|reˈpuʧi
repr|ˈrepər
reprehensible|ˌrepriˈhensəbəl
represent|ˌrepriˈzent
representation|ˌreprəzenˈteiʃən
representational|ˌreprəzənˈteiʃənəl
representations|ˌreprəzənˈteiʃənz
representative|ˌreprəˈzenətiv/ˌreprəˈzentətiv/ˌrepriˈzenətiv/ˌrepriˈzentətiv
representative's|ˌrepriˈzenətivz/ˌrepriˈzentətivz
representatives|ˌreprəˈzenətivz/ˌreprəˈzentətivz/ˌrepriˈzenətivz/ˌrepriˈzentətivz
representatives'|ˌreprəˈsenətivz/ˌreprəˈsentətivz
represented|ˌrepriˈzentid
representing|ˌrepriˈzentiŋ
represents|ˌrepriˈzents
repress|riˈpres
repressed|riˈprest
repressing|riˈpresiŋ
repression|riˈpreʃən
repressions|riˈpreʃənz
repressive|riˈpresiv
reprice|riˈprais
repriced|riˈpraist
repricing|riˈpraisiŋ
reprieve|riˈpriv
reprimand|ˈreprəˌmænd
reprimanded|ˈreprəˌmændid
reprimands|ˈreprəˌmændz
reprint|riˈprint
reprinted|riˈprintid
reprinting|riˈprintiŋ
reprints|riˈprints
reprisal|riˈpraizəl
reprisals|riˈpraizəlz/riˈpraizəlz
reprise|riˈpraiz/riˈpriz
reproach|riˈprouʧ
reprobate|ˈreprɔbeit
reprocess|riˈprɔses
reprocessed|riˈprɔsest
reprocessing|riˈprɔsesiŋ
reproduce|ˌriprəˈdus
reproduced|ˌriprəˈdust
reproduces|ˌriprəˈdusiz
reproducing|ˌriprəˈdusiŋ
reproduction|ˌriprəˈdəkʃən
reproductions|ˌriprəˈdəkʃənz
reproductive|ˌriprəˈdəktiv
reprogenetics|ˈriˌprɔʤəˌnetiks
reprogram|riˈprouˌgræm
reprogrammed|riˈprouˌgræmd
reprogramming|riˈprouˌgræmiŋ
reprograms|riˈprouˌgræmz
reprograph|ˈreprouˌgræf
reprographic|ˌreprouˈgræfik
reprographics|ˌreprouˈgræfiks
reps|ˈreps
repsher|ˈrepʃər
repsol|ˈrepsɑl
reptile|ˈreptail
reptiles|ˈreptailz
reptilian|repˈtiljən
reptilians|repˈtiljənz
republic|riˈpəblək/riˈpəblik
republic's|riˈpəbliks
republica|riˈpəblikə
republican|riˈpəbləkən/riˈpəblikən/riˈpəblikən
republican's|riˈpəblikənz
republicanism|riˈpəblikəˌnizəm
republicans|riˈpəbləkənz/riˈpəblikənz/riˈpəblikənz
republicans'|riˈpəblikənz/riˈpəblikənz
republicbank|riˈpəblikˌbæŋk
republicbank's|riˈpəblikˌbæŋks
republics|riˈpəbliks
republika|riˈpəblikə
repudiate|ripˈjudiˌeit
repudiated|ripˈjudiˌeitid
repudiates|ripˈjudiˌeits
repudiating|ripˈjudiˌeitiŋ
repudiation|ripˌjudiˈeiʃən
repugnant|riˈpəgnənt/riˈpəgnənt
repulse|riˈpəls
repulsed|riˈpəlst
repulsing|riˈpəlsiŋ
repulsive|riˈpəlsiv
repurchase|riˈpərʧəs
repurchased|riˈpərʧəst
repurchases|riˈpərʧəsiz
repurchasing|riˈpərʧəsiŋ
reputable|ˈrepjətəbəl
reputation|ˌrepjəˈteiʃən
reputations|ˌrepjəˈteiʃənz
repute|ripˈjut
reputed|ripˈjutid/ripˈjutid
reputedly|ripˈjutidli
requa|ˈreikwə
requalify|ˌriˈkwɑləˌfai
request|riˈkwest/riˈkwest
requested|riˈkwestid/riˈkwestid
requester|riˈkwestər
requesting|riˈkwestiŋ/riˈkwestiŋ
requests|riˈkwes/riˈkwests/riˈkwes/riˈkwests
requiem|ˈrekwiəm
require|ˌriˈkwaiər/riˈkwair/riˈkwaiər
required|riˈkwaiərd/riˈkwaird
requirement|riˈkwairmənt
requirements|riˈkwairmənts
requires|riˈkwaiərz/riˈkwairz
requiring|riˈkwaiəriŋ/riˈkwairiŋ
requisite|ˈrekwəzət
requisites|ˈrekwəzəts
requisition|ˌrekwəˈziʃən
requisitioned|ˌrekwəˈziʃənd
reread|ˈriˈrid
rereading|ˈriˈridiŋ
reregulate|riˈregjəˌleit
reregulation|riregjəˈleiʃən
reroute|riˈraut/riˈrut
rerouted|riˈrautid/riˈrutid
rerouting|riˈrautiŋ/riˈrutiŋ
rerun|ˈriˈrən
rerunning|ˈriˈrəniŋ
reruns|ˈriˈrənz
res|ˈreiz
resale|ˈriˌseil
resales|ˈriˌseilz
resch|ˈreʃ
reschedule|riˈskeʤul
rescheduled|riˈskeʤuld
rescheduling|riˈskeʤuliŋ
reschedulings|riʃˈkeʤuliŋz
reschke|ˈreʃk
rescigno|resˈʧignou
rescind|riˈsind/riˈsind
rescinded|riˈsindid/riˈsindid
rescinding|riˈsindiŋ
rescinds|riˈsindz/riˈsindz
rescission|riˈsiʒən
rescissions|riˈsiʒənz
rescue|ˈreskju
rescued|ˈreskjud
rescuer|ˈresˌkjuər
rescuers|ˈresˌkjuərz
rescues|ˈresˌkjuz
rescuing|ˈreskjuiŋ
resdel|ˈrezˌdel
reseachers|riˈsərʧərz
reseal|riˈsil
resealable|riˈsiləbəl
resealed|riˈsild
reseals|riˈsilz
research|ˈrisərʧ/riˈsərʧ
research's|riˈsərʧiz
researched|riˈsərʧt
researcher|ˈrisərʧər
researchers|ˈrisərʧərz
researchers'|ˈrisərʧərz
researches|riˈsərʧiz
researching|riˈsərʧiŋ
resection|ˌriˈsekʃən
reseda|reˈseidə
reseed|riˈsid
resell|riˈsel
reseller|riˈselər
resellers|riˈselərz
reselling|riˈseliŋ
resells|riˈselz
resemblance|riˈzembləns/riˈzembləns
resemblances|riˈzemblənsəz
resemble|riˈzembəl/riˈzembəl
resembled|riˈzembəld/riˈzembəld
resembles|riˈzembəlz/riˈzembəlz
resembling|riˈzembəliŋ/riˈzembliŋ/riˈzembəliŋ
resend|riˈzend
resende|riˈsendei
resendes|ˈresindz
resendez|reiˈseindez
resendiz|riˈsendiz
resent|riˈzent/riˈzent
resented|riˈzenəd/riˈzentid
resentful|riˈzentfəl
resenting|riˈzeniŋ/riˈzentiŋ/riˈzeniŋ/riˈzentiŋ
resentment|riˈzenmənt/riˈzentmənt
resentments|riˈzenmənts/riˈzentmənts
resents|riˈzents
reser|ˈrizər
reservation|ˌrezərˈveiʃən
reservationist|ˌrezərˈveiʃənist
reservationists|ˌrezərˈveiʃənists
reservations|ˌrezərˈveiʃənz
reserve|riˈzərv/riˈzərv
reserve's|riˈzərvz/riˈzərvz
reserved|riˈzərvd/riˈzərvd
reserveese|ˌrezərˈvis
reserves|riˈzərvz/riˈzərvz
reserving|riˈzərviŋ/riˈzərviŋ
reservist|riˈzərvist
reservists|riˈzərvists
reservoir|ˈrezəvˌwɑr/ˈrezərvˌwɑr
reservoirs|ˈrezərvˌwɑrz
reset|ˈriset/riˈset
resetar|ˈresitər
reseting|ˈrisetiŋ/riˈsetiŋ
resets|ˈrisets/riˈsets
resettable|riˈsetəbəl
resettle|riˈsetəl
resettled|riˈsetəld
resettlement|riˈsetəlmənt
resh|ˈreʃ
reshape|riˈʃeip
reshaped|riˈʃeipt
reshaping|riˈʃeipiŋ
reshot|riˈʃɔt
reshuffle|riˈʃəfəl
reshuffled|riˈʃəfəld
reshuffling|riˈʃəfəliŋ/riˈʃəfliŋ
reside|riˈzaid/riˈzaid
resided|riˈzaidid
residence|ˈrezidəns
residences|ˈrezidənsiz
residencies|ˈreziˌdensiz
residency|ˈrezidənsi
resident|ˈrezidənt
resident's|ˈrezidənts
residential|ˌreziˈdenʃəl
residents|ˈrezidənts
residents'|ˈrezidənts
resides|riˈzaidz/riˈzaidz
residing|riˈzaidiŋ/riˈzaidiŋ
residual|riˈziʤuəl
residuals|riˈziʤuəlz
residue|ˈrezəˌdu
residues|ˈrezəˌduz
resign|riˈsain/riˈzain/riˈzain
resignation|ˌrezəgˈneiʃən/ˌrezigˈneiʃən
resignations|ˌrezigˈneiʃənz
resigned|riˈsaind/riˈzaind/riˈzaind
resignee|ˌrezigˈni
resignees|ˌrezigˈniz
resigning|riˈsainiŋ/riˈzainiŋ/riˈzainiŋ
resigns|riˈsainz/riˈzainz/riˈzainz
resilience|riˈziliəns/riˈziljəns
resiliency|riˈziljənsi
resilient|riˈziljənt
resin|ˈrezən/ˈrezin
resins|ˈrezənz/ˈrezinz
resist|riˈzist/riˈzist
resistance|riˈzistəns/riˈzistəns
resistant|riˈzistənt/riˈzistənt
resisted|riˈzistid/riˈzistid
resistence|riˈzistəns
resisting|riˈzistiŋ/riˈzistiŋ
resistiveness|ˌriˈzisˌtivnəs
resistor|riˈzistər
resistors|riˈzistərz
resists|riˈzis/riˈzists/riˈzis/riˈzists
reske|ˈresk
resler|ˈrezlər
resnais|resˈnei
resner|ˈresnər
resnick|ˈreznik
resnick's|ˈrezniks
resnik|ˈresnik
reso|ˈrisou/ˈrizou/ˈrisou/ˈrizou
reso's|ˈrisouz/ˈrizouz/ˈrisouz/ˈrizouz
resold|riˈsould
resolute|ˈrezəˌlut
resolutely|ˈresəˌlutli/ˈrezəˌlutli
resolution|ˌrezəˈluʃən
resolution's|ˌrezəˈluʃənz
resolutions|ˌrezəˈluʃənz
resolve|riˈzɑlv
resolved|riˈzɑlvd
resolves|riˈzɑlvz
resolving|riˈzɑlviŋ
resonance|ˈrezənəns
resonant|ˈrezənənt
resonate|ˈrezəˌneit
resonated|ˈrezəˌneitid
resonates|ˈrezəˌneits
resonating|ˈrezəˌneitiŋ
resort|riˈsɔrt/riˈzɔrt/riˈzɔrt
resort's|riˈzɔrts
resorted|riˈsɔrtid/riˈzɔrtid/riˈzɔrtid
resorting|riˈsɔrtiŋ/riˈzɔrtiŋ/riˈzɔrtiŋ
resorts|riˈsɔrts/riˈzɔrts/riˈzɔrts
resorts'|riˈzɔrts
resound|ˌriˈsaund/ˌriˈzaund
resounding|riˈsaundiŋ
resoundingly|riˈzaundiŋli
resource|ˈrisɔrs
resourceful|riˈsɔrsfəl
resourcefulness|riˈsɔrsfəlnəs
resources|ˈrisɔrsiz
resources'|ˈrisɔrsiz
respawn|ˌriˈspɑn
respeak|ˌriˈspik
respect|riˈspekt/riˈspekt
respectability|riˌspektəˈbiliti
respectable|riˈspektəbəl/riˈspektəbəl
respectably|riˈspektəbli
respected|riˈspektid/riˈspektid
respectful|riˈspektfəl
respectfully|riˈspektfəli
respecting|riˈspektiŋ
respective|riˈspektiv/riˈspektiv
respectively|riˈspektivli
respects|rəˈspeks/riˈspeks/riˈspekts/riˈspekts
respess|ˈreispis
respiration|ˌrespərˈeiʃən
respirator|ˈrespərˌeitər
respirators|ˈrespərˌeitərz
respiratory|ˈrespərəˌtɔri
respironic|ˌrespərˈɑnik
respironics|ˌresərˈɑniks
respite|ˈrespit
resplendent|risˈplendənt
respond|riˈspɑnd/riˈspɑnd
responded|riˈspɑndəd/riˈspɑndid/riˈspɑndid
respondent|riˈspɑndənt
respondents|riˈspɑndənts
respondents'|riˈspɑndənts
responder|riˈspɑndər
responders|riˈspɑndərz
responding|riˈspɑndiŋ/riˈspɑndiŋ
responds|riˈspɑndz/riˈspɑndz
response|riˈspɑns/riˈspɑns
responses|riˈspɑnsəz/riˈspɑnsiz/riˈspɑnsiz
responsibilities|riˌspɑnsəˈbilətiz
responsibility|riˌspɑnsəˈbiləti
responsible|riˈspɑnsəbəl
responsibly|riˈspɑnsəbli
responsive|riˈspɑnsiv
responsiveness|riˈspɑnsivnəs
respress|ˈrespris
ress|ˈres
ressa|ˈresə
ressa's|ˈresəz
resseguie|ˈresigwi
ressel|ˈresəl
ressler|ˈreslər
rest|ˈrest
restage|riˈsteiʤ
restaged|riˈsteiʤd
restaino|restɑˈinou
restart|riˈstɑrt
restarted|riˈstɑrtid
restarting|riˈstɑrtiŋ
restate|riˈsteit
restated|riˈsteitid
restatement|riˈsteitmənt
restatements|riˈsteitmənts
restates|riˈsteits
restating|riˈsteitiŋ
restaurant|ˈresˌtrɑnt/ˈrestərˌɑnt
restaurant's|ˈresˌtrɑnts/ˈrestərˌɑnts
restauranteur|restrɑnˈtər
restauranteurs|restrɑnˈtərz
restaurants|ˈresˌtrɑnts/ˈrestərˌɑnts
restaurants'|ˈresˌtrɑnts/ˈrestərˌɑnts
restaurateur|ˌrestərəˈtər/ˌrestrəˈtər
restaurateurs|ˌrestərəˈtərz/ˌrestrəˈtərz
rested|ˈrestəd/ˈrestid
rester|ˈrestər
restful|ˈrestfəl
resting|ˈrestiŋ
restitute|ˈrestiˌtut
restitution|ˌrestiˈtuʃən
restive|ˈrestiv
restiveness|ˈrestivnəs
restivo|reˈstivou
restless|ˈrestləs
restlessly|ˈrestləsli
restlessness|ˈrestləsnəs
resto|ˈrestou
restock|riˈstɑk
restocked|riˈstɑkt
restocking|riˈstɑkiŋ
reston|ˈrestən
restoration|ˌrestərˈeiʃən
restorations|ˌrestərˈeiʃənz
restorative|rəˈstɔrətiv
restore|riˈstɔr
restored|riˈstɔrd
restorer|riˈstɔrər
restores|riˈstɔrz
restoring|riˈstɔriŋ
restrain|riˈstrein
restrained|riˈstreind
restraining|riˈstreiniŋ
restrains|riˈstreinz
restraint|riˈstreint/riˈstreint
restraints|riˈstreints/riˈstreints
restrepo|reˈstrepou
restrict|riˈstrikt
restricted|riˈstriktəd/riˈstriktid
restricting|riˈstriktiŋ
restriction|riˈstrikʃən
restrictions|riˈstrikʃənz
restrictive|riˈstriktiv
restrictiveness|rəˈstriktivnəs
restricts|riˈstrikts
restroom|ˈresˌtrum
restrooms|ˈresˌtrumz
restructure|riˈstrəkʧər
restructured|riˈstrəkʧərd
restructures|riˈstrəkʧərz
restructuring|riˈstrəkʧəriŋ
restructurings|riˈstrəkʧəriŋz
rests|ˈrests
restyle|riˈstail
restyled|riˈstaild
resubmit|ˌrisəbˈmit
resubmitted|ˌrisəbˈmitid
resubmitting|ˌrisəbˈmitiŋ
result|riˈzəlt/riˈzəlt
resultant|riˈzəltənt
resulted|riˈzəltəd/riˈzəltid/riˈzəltid
resulting|riˈzəltiŋ/riˈzəltiŋ
results|riˈzəlts/riˈzəlts
resume|ˈrezəˌmei/riˈzum/riˈzum
resumed|riˈzumd/riˈzumd
resumes|ˈrezəˌmeiz/riˈzumz/riˈzumz
resuming|riˈzumiŋ/riˈzumiŋ
resumption|riˈzəmpʃən/riˈzəmʃən/riˈzəmpʃən/riˈzəmʃən
resupply|risəˈplai
resurface|riˈsərfəs
resurfaced|riˈsərfəst
resurfacing|riˈsərfəsiŋ
resurgence|riˈsərʤəns
resurgency|riˈsərʤənsi/riˈsərʤənsi
resurgent|riˈsərʤənt/riˈsərʤənt
resurging|riˈsərʤiŋ
resurrect|ˌrezərˈekt
resurrected|ˌrezərˈektid
resurrecting|ˌrezərˈektiŋ
resurrection|ˌrezərˈekʃən
resuscitate|riˈsəsiˌteit/riˈsəsiˌteit
resuscitated|riˈsəsiˌteitid
resuscitating|riˈsəsiˌteitiŋ
resuscitation|riˌsəsiˈteiʃən
resveratrol|resˈvərətrɔl
ret|ˈret
reta|ˈretə
retablos|riˈtæblous
retail|ˈriˌteil
retailed|ˈriˌteild
retailer|ˈriˌteilər
retailer's|ˈriˌteilərz
retailers|ˈriˌteilərz
retailers'|ˈriˌteilərz
retailing|ˈriˌteiliŋ
retailing's|ˈriˌteiliŋz
retails|ˈriˌteilz
retain|riˈtein/riˈtein
retained|riˈteind/riˈteind
retainer|riˈteinər/riˈteinər
retainers|riˈteinərz
retaining|riˈteiniŋ/riˈteiniŋ
retains|riˈteinz/riˈteinz
retake|ˈriˈteik/riˈteik
retaken|riˈteikən
retaking|riˈteikiŋ
retaliate|riˈtæliˌeit/riˈtæliˌeit
retaliated|riˈtæliˌeitid/riˈtæliˌeitid
retaliating|riˈtæliˌeitiŋ
retaliation|riˌtæliˈeiʃən
retaliatory|riˈtæljəˌtɔri
retana|reˈtænə
retard|riˈtɑrd/riˈtɑrd
retardant|riˈtɑrdənt
retardation|ritɑrˈdeiʃən
retarded|riˈtɑrdəd/riˈtɑrdid/riˈtɑrdid
retarding|riˈtɑrdiŋ/riˈtɑrdiŋ
retards|riˈtɑrdz/riˈtɑrdz
retarget|riˈtɑrgət
retargeter|riˈtɑrgətər
retargeters|riˈtɑrgətərz
retargeting|riˈtɑrgətiŋ
retell|riˈtel
retelling|riˈteliŋ
retemeyer|ˈretəˌmair
retention|riˈtenʃən
retest|ˈriˈtest
retested|riˈtestid
retesting|riˈtestiŋ
retests|ˈriˈtests
retherford|riˈθərfərd
rethink|riˈθiŋk
rethinking|riˈθiŋkiŋ
rethought|riˈθɔt
reti|ˈreti
reticence|ˈretisəns
reticent|ˈretisənt
retin|ˈretin
retina|ˈretənə
retinal|ˈretənəl
retinoblastoma|ˌretiˌnouˌblæsˈtoumə
retinoid|ˈretinɔid
retinoids|ˈretinɔidz
retinol|ˈretiˌnɔl
retinue|ˈretəˌnu
retinyl|ˈretinəl
retire|ˌriˈtaiər/riˈtair/riˈtair
retired|riˈtaiərd/riˈtaird/riˈtaird
retiree|riˈtaiˈri
retiree's|riˌtaiˈriz
retirees|riˈtaiˈriz
retirees'|riˌtaiˈriz
retirement|riˈtaiərmənt/riˈtaiərmənt
retirement's|riˈtairmənts/riˈtairmənts
retirements|riˈtairmənts/riˈtairmənts
retires|riˈtaiərz/riˈtairz/riˈtairz
retiring|riˈtaiəriŋ/riˈtairiŋ/riˈtairiŋ
retlin|ˈretlin
reto|ˈriˈtu
retook|riˈtuk
retool|riˈtul
retooled|riˈtuld
retooling|riˈtuliŋ
retort|ˈriˌtɔrt
retorted|riˈtɔrtid
retorts|riˈtɔrts/riˈtɔrts
retouching|riˈtəʧiŋ
retrace|riˈtreis
retraced|riˈtreist
retracement|riˈtreismənt
retracing|riˈtreisiŋ
retract|riˈtrækt
retractable|riˈtræktəbəl
retracted|riˈtræktəd
retracting|riˈtræktiŋ
retraction|riˈtrækʃən
retracts|riˈtrækts
retrain|riˈtrein
retrained|riˈtreind
retraining|riˈtreiniŋ
retransmission|ˌritrænzˈmiʃən
retread|riˈtred
retreading|riˈtrediŋ
retreads|riˈtredz
retreat|riˈtrit
retreated|riˈtritəd/riˈtritid
retreating|riˈtritiŋ
retreats|riˈtrits
retrench|riˈtrenʧ
retrenched|riˈtrenʧt
retrenching|riˈtrenʧiŋ
retrenchment|riˈtrenʧmənt
retrenchments|riˈtrenʧmənts
retrial|riˈtraiəl
retribution|ˌretrəbˈjuʃən
retried|riˈtraid
retrieval|riˈtrivəl/riˈtrivəl
retrieve|riˈtriv/riˈtriv
retrieved|riˈtrivd
retriever|riˈtrivər
retrievers|riˈtrivərz
retrieves|riˈtrivz/riˈtrivz
retrieving|riˈtriviŋ
retro|ˈretrou
retroactive|ˌretrouˈæktiv
retroactively|ˌretrouˈæktivli
retroactivity|ˌretrouækˈtiviti
retrocession|ˌretrouˈseʃən
retrocessionaries|ˌretrouˈseʃəneriz
retrocessionary|ˌretrouˈseʃəneri
retrofit|ˈretrouˌfit
retrofits|ˈretrouˌfits
retrofitted|ˈreˌtrouˌfitid
retrofitter|ˈreˌtrouˌfitər
retrofitting|ˈretrouˌfitiŋ
retrograde|ˈretrəˌgreid
